result_ID,student_ID,unit_ID,marks,grade
RES3201,SCT211-0534/2021,UNIT003,45.09,D
RES3202,SCT211-0534/2021,UNIT004,58.99,C
RES3203,SCT211-0534/2021,UNIT005,91.48,A
RES3204,SCT211-0534/2021,UNIT006,68.7,B
RES3205,SCT211-0535/2021,UNIT001,52.34,C
RES3206,SCT211-0535/2021,UNIT002,79.09,A
RES3207,SCT211-0535/2021,UNIT003,75.6,A
RES3208,SCT211-0535/2021,UNIT004,97.01,A
RES3209,SCT211-0535/2021,UNIT005,44.18,D
RES3210,SCT211-0535/2021,UNIT006,71.8,A
RES3211,SCT211-0536/2021,UNIT001,84.46,A
RES3212,SCT211-0536/2021,UNIT002,93.6,A
RES3213,SCT211-0536/2021,UNIT003,76.65,A
RES3214,SCT211-0536/2021,UNIT004,89.59,A
RES3215,SCT211-0536/2021,UNIT005,81.51,A
RES3216,SCT211-0536/2021,UNIT006,49.73,D
RES3217,SCT211-0537/2021,UNIT001,64.67,B
RES3218,SCT211-0537/2021,UNIT002,40.45,D
RES3219,SCT211-0537/2021,UNIT003,45.92,D
RES3220,SCT211-0537/2021,UNIT004,90.76,A
RES3221,SCT211-0537/2021,UNIT005,91.14,A
RES3222,SCT211-0537/2021,UNIT006,50.88,C
RES3223,SCT211-0538/2021,UNIT001,40.83,D
RES3224,SCT211-0538/2021,UNIT002,57.61,C
RES3225,SCT211-0538/2021,UNIT003,89.58,A
RES3226,SCT211-0538/2021,UNIT004,90.61,A
RES3227,SCT211-0538/2021,UNIT005,56.51,C
RES3228,SCT211-0538/2021,UNIT006,46.09,D
RES3229,SCT211-0539/2021,UNIT001,93.67,A
RES3230,SCT211-0539/2021,UNIT002,55.98,C
RES3231,SCT211-0539/2021,UNIT003,61.9,B
RES3232,SCT211-0539/2021,UNIT004,51.82,C
RES3233,SCT211-0539/2021,UNIT005,85.83,A
RES3234,SCT211-0539/2021,UNIT006,88.64,A
RES3235,SCT211-0540/2021,UNIT001,90.94,A
RES3236,SCT211-0540/2021,UNIT002,42.75,D
RES3237,SCT211-0540/2021,UNIT003,54.83,C
RES3238,SCT211-0540/2021,UNIT004,64.09,B
RES3239,SCT211-0540/2021,UNIT005,90.94,A
RES3240,SCT211-0540/2021,UNIT006,64.96,B
RES3241,SCT211-0541/2021,UNIT001,80.2,A
RES3242,SCT211-0541/2021,UNIT002,76.58,A
RES3243,SCT211-0541/2021,UNIT003,80.17,A
RES3244,SCT211-0541/2021,UNIT004,74.27,A
RES3245,SCT211-0541/2021,UNIT005,96.96,A
RES3246,SCT211-0541/2021,UNIT006,47.76,D
RES3247,SCT211-0542/2021,UNIT001,85.83,A
RES3248,SCT211-0542/2021,UNIT002,92.24,A
RES3249,SCT211-0542/2021,UNIT003,93.82,A
RES3250,SCT211-0542/2021,UNIT004,93.22,A
RES3251,SCT211-0542/2021,UNIT005,81.66,A
RES3252,SCT211-0542/2021,UNIT006,74.83,A
RES3253,SCT211-0543/2021,UNIT001,90.82,A
RES3254,SCT211-0543/2021,UNIT002,60.77,B
RES3255,SCT211-0543/2021,UNIT003,40.18,D
RES3256,SCT211-0543/2021,UNIT004,98.16,A
RES3257,SCT211-0543/2021,UNIT005,97.69,A
RES3258,SCT211-0543/2021,UNIT006,50.96,C
RES3259,SCT211-0544/2021,UNIT001,81.03,A
RES3260,SCT211-0544/2021,UNIT002,44.46,D
RES3261,SCT211-0544/2021,UNIT003,51.33,C
RES3262,SCT211-0544/2021,UNIT004,53.22,C
RES3263,SCT211-0544/2021,UNIT005,83.55,A
RES3264,SCT211-0544/2021,UNIT006,58.6,C
RES3265,SCT211-0545/2021,UNIT001,59.35,C
RES3266,SCT211-0545/2021,UNIT002,76.77,A
RES3267,SCT211-0545/2021,UNIT003,42.08,D
RES3268,SCT211-0545/2021,UNIT004,79.79,A
RES3269,SCT211-0545/2021,UNIT005,89.9,A
RES3270,SCT211-0545/2021,UNIT006,78.3,A
RES3271,SCT211-0546/2021,UNIT001,80.42,A
RES3272,SCT211-0546/2021,UNIT002,57.24,C
RES3273,SCT211-0546/2021,UNIT003,74.42,A
RES3274,SCT211-0546/2021,UNIT004,83.94,A
RES3275,SCT211-0546/2021,UNIT005,42.8,D
RES3276,SCT211-0546/2021,UNIT006,72.34,A
RES3277,SCT211-0547/2021,UNIT001,52.87,C
RES3278,SCT211-0547/2021,UNIT002,54.97,C
RES3279,SCT211-0547/2021,UNIT003,43.19,D
RES3280,SCT211-0547/2021,UNIT004,92.18,A
RES3281,SCT211-0547/2021,UNIT005,79.22,A
RES3282,SCT211-0547/2021,UNIT006,67.53,B
RES3283,SCT211-0548/2021,UNIT001,46.79,D
RES3284,SCT211-0548/2021,UNIT002,64.47,B
RES3285,SCT211-0548/2021,UNIT003,80.05,A
RES3286,SCT211-0548/2021,UNIT004,47.54,D
RES3287,SCT211-0548/2021,UNIT005,87.44,A
RES3288,SCT211-0548/2021,UNIT006,99.53,A
RES3289,SCT211-0549/2021,UNIT001,49.22,D
RES3290,SCT211-0549/2021,UNIT002,46.37,D
RES3291,SCT211-0549/2021,UNIT003,75.97,A
RES3292,SCT211-0549/2021,UNIT004,55.16,C
RES3293,SCT211-0549/2021,UNIT005,89.67,A
RES3294,SCT211-0549/2021,UNIT006,90.91,A
RES3295,SCT211-0550/2021,UNIT001,70.26,A
RES3296,SCT211-0550/2021,UNIT002,83.14,A
RES3297,SCT211-0550/2021,UNIT003,77.53,A
RES3298,SCT211-0550/2021,UNIT004,63.75,B
RES3299,SCT211-0550/2021,UNIT005,60.03,B
RES3300,SCT211-0550/2021,UNIT006,99.79,A
RES3301,SCT211-0551/2021,UNIT001,74.16,A
RES3302,SCT211-0551/2021,UNIT002,79.95,A
RES3303,SCT211-0551/2021,UNIT003,43.65,D
RES3304,SCT211-0551/2021,UNIT004,58.52,C
RES3305,SCT211-0551/2021,UNIT005,41.5,D
RES3306,SCT211-0551/2021,UNIT006,62.92,B
RES3307,SCT211-0552/2021,UNIT001,44.38,D
RES3308,SCT211-0552/2021,UNIT002,65.92,B
RES3309,SCT211-0552/2021,UNIT003,74.76,A
RES3310,SCT211-0552/2021,UNIT004,55.19,C
RES3311,SCT211-0552/2021,UNIT005,59.22,C
RES3312,SCT211-0552/2021,UNIT006,49.92,D
RES3313,SCT211-0553/2021,UNIT001,41.19,D
RES3314,SCT211-0553/2021,UNIT002,83.75,A
RES3315,SCT211-0553/2021,UNIT003,91.45,A
RES3316,SCT211-0553/2021,UNIT004,60.54,B
RES3317,SCT211-0553/2021,UNIT005,84.57,A
RES3318,SCT211-0553/2021,UNIT006,78.43,A
RES3319,SCT211-0554/2021,UNIT001,83.42,A
RES3320,SCT211-0554/2021,UNIT002,41.95,D
RES3321,SCT211-0554/2021,UNIT003,76.54,A
RES3322,SCT211-0554/2021,UNIT004,89.41,A
RES3323,SCT211-0554/2021,UNIT005,99.07,A
RES3324,SCT211-0554/2021,UNIT006,89.78,A
RES3325,SCT211-0555/2021,UNIT001,67.16,B
RES3326,SCT211-0555/2021,UNIT002,70.31,A
RES3327,SCT211-0555/2021,UNIT003,74.53,A
RES3328,SCT211-0555/2021,UNIT004,64.9,B
RES3329,SCT211-0555/2021,UNIT005,84.97,A
RES3330,SCT211-0555/2021,UNIT006,88.78,A
RES3331,SCT211-0556/2021,UNIT001,88.82,A
RES3332,SCT211-0556/2021,UNIT002,67.9,B
RES3333,SCT211-0556/2021,UNIT003,97.7,A
RES3334,SCT211-0556/2021,UNIT004,85.7,A
RES3335,SCT211-0556/2021,UNIT005,89.88,A
RES3336,SCT211-0556/2021,UNIT006,44.96,D
RES3337,SCT211-0557/2021,UNIT001,87.15,A
RES3338,SCT211-0557/2021,UNIT002,86.37,A
RES3339,SCT211-0557/2021,UNIT003,95.09,A
RES3340,SCT211-0557/2021,UNIT004,61.78,B
RES3341,SCT211-0557/2021,UNIT005,62.09,B
RES3342,SCT211-0557/2021,UNIT006,85.21,A
RES3343,SCT211-0558/2021,UNIT001,84.58,A
RES3344,SCT211-0558/2021,UNIT002,72.03,A
RES3345,SCT211-0558/2021,UNIT003,47.41,D
RES3346,SCT211-0558/2021,UNIT004,72.51,A
RES3347,SCT211-0558/2021,UNIT005,40.81,D
RES3348,SCT211-0558/2021,UNIT006,61.05,B
RES3349,SCT211-0559/2021,UNIT001,43.28,D
RES3350,SCT211-0559/2021,UNIT002,76.34,A
RES3351,SCT211-0559/2021,UNIT003,86.95,A
RES3352,SCT211-0559/2021,UNIT004,58.16,C
RES3353,SCT211-0559/2021,UNIT005,94.62,A
RES3354,SCT211-0559/2021,UNIT006,96.59,A
RES3355,SCT211-0560/2021,UNIT001,45.85,D
RES3356,SCT211-0560/2021,UNIT002,77.49,A
RES3357,SCT211-0560/2021,UNIT003,76.49,A
RES3358,SCT211-0560/2021,UNIT004,60.2,B
RES3359,SCT211-0560/2021,UNIT005,81.28,A
RES3360,SCT211-0560/2021,UNIT006,43.26,D
RES3361,SCT211-0561/2021,UNIT001,93.03,A
RES3362,SCT211-0561/2021,UNIT002,61.19,B
RES3363,SCT211-0561/2021,UNIT003,83.23,A
RES3364,SCT211-0561/2021,UNIT004,50.95,C
RES3365,SCT211-0561/2021,UNIT005,86.28,A
RES3366,SCT211-0561/2021,UNIT006,65.33,B
RES3367,SCT211-0562/2021,UNIT001,67.68,B
RES3368,SCT211-0562/2021,UNIT002,86.65,A
RES3369,SCT211-0562/2021,UNIT003,72.85,A
RES3370,SCT211-0562/2021,UNIT004,80.91,A
RES3371,SCT211-0562/2021,UNIT005,73.27,A
RES3372,SCT211-0562/2021,UNIT006,65.23,B
RES3373,SCT211-0563/2021,UNIT001,69.82,B
RES3374,SCT211-0563/2021,UNIT002,80.7,A
RES3375,SCT211-0563/2021,UNIT003,61.86,B
RES3376,SCT211-0563/2021,UNIT004,62.11,B
RES3377,SCT211-0563/2021,UNIT005,79.5,A
RES3378,SCT211-0563/2021,UNIT006,67.88,B
RES3379,SCT211-0564/2021,UNIT001,75.29,A
RES3380,SCT211-0564/2021,UNIT002,63.22,B
RES3381,SCT211-0564/2021,UNIT003,77.96,A
RES3382,SCT211-0564/2021,UNIT004,61.54,B
RES3383,SCT211-0564/2021,UNIT005,72.92,A
RES3384,SCT211-0564/2021,UNIT006,63.03,B
RES3385,SCT211-0565/2021,UNIT001,42.7,D
RES3386,SCT211-0565/2021,UNIT002,41.4,D
RES3387,SCT211-0565/2021,UNIT003,42.26,D
RES3388,SCT211-0565/2021,UNIT004,73.11,A
RES3389,SCT211-0565/2021,UNIT005,70.81,A
RES3390,SCT211-0565/2021,UNIT006,76.01,A
RES3391,SCT211-0566/2021,UNIT001,47.86,D
RES3392,SCT211-0566/2021,UNIT002,71.56,A
RES3393,SCT211-0566/2021,UNIT003,85.3,A
RES3394,SCT211-0566/2021,UNIT004,52.97,C
RES3395,SCT211-0566/2021,UNIT005,95.94,A
RES3396,SCT211-0566/2021,UNIT006,82.04,A
RES3397,SCT211-0567/2021,UNIT001,97.35,A
RES3398,SCT211-0567/2021,UNIT002,89.03,A
RES3399,SCT211-0567/2021,UNIT003,54.58,C
RES3400,SCT211-0567/2021,UNIT004,79.44,A
RES3401,SCT211-0567/2021,UNIT005,69.61,B
RES3402,SCT211-0567/2021,UNIT006,67.67,B
RES3403,SCT211-0568/2021,UNIT001,62.83,B
RES3404,SCT211-0568/2021,UNIT002,98.82,A
RES3405,SCT211-0568/2021,UNIT003,71.48,A
RES3406,SCT211-0568/2021,UNIT004,55.3,C
RES3407,SCT211-0568/2021,UNIT005,51.23,C
RES3408,SCT211-0568/2021,UNIT006,47.54,D
RES3409,SCT211-0569/2021,UNIT001,89.34,A
RES3410,SCT211-0569/2021,UNIT002,66.61,B
RES3411,SCT211-0569/2021,UNIT003,95.25,A
RES3412,SCT211-0569/2021,UNIT004,52.5,C
RES3413,SCT211-0569/2021,UNIT005,66.03,B
RES3414,SCT211-0569/2021,UNIT006,79.96,A
RES3415,SCT211-0570/2021,UNIT001,80.1,A
RES3416,SCT211-0570/2021,UNIT002,70.12,A
RES3417,SCT211-0570/2021,UNIT003,93.69,A
RES3418,SCT211-0570/2021,UNIT004,91.44,A
RES3419,SCT211-0570/2021,UNIT005,89.19,A
RES3420,SCT211-0570/2021,UNIT006,69.22,B
RES3421,SCT211-0571/2021,UNIT001,72.15,A
RES3422,SCT211-0571/2021,UNIT002,91.05,A
RES3423,SCT211-0571/2021,UNIT003,53.54,C
RES3424,SCT211-0571/2021,UNIT004,68.03,B
RES3425,SCT211-0571/2021,UNIT005,95.56,A
RES3426,SCT211-0571/2021,UNIT006,42.74,D
RES3427,SCT211-0572/2021,UNIT001,45.02,D
RES3428,SCT211-0572/2021,UNIT002,40.23,D
RES3429,SCT211-0572/2021,UNIT003,85.58,A
RES3430,SCT211-0572/2021,UNIT004,87.07,A
RES3431,SCT211-0572/2021,UNIT005,75.13,A
RES3432,SCT211-0572/2021,UNIT006,42.7,D
RES3433,SCT211-0573/2021,UNIT001,93.01,A
RES3434,SCT211-0573/2021,UNIT002,64.49,B
RES3435,SCT211-0573/2021,UNIT003,76.61,A
RES3436,SCT211-0573/2021,UNIT004,91.22,A
RES3437,SCT211-0573/2021,UNIT005,76.17,A
RES3438,SCT211-0573/2021,UNIT006,84.55,A
RES3439,SCT211-0574/2021,UNIT001,83.84,A
RES3440,SCT211-0574/2021,UNIT002,70.64,A
RES3441,SCT211-0574/2021,UNIT003,43.79,D
RES3442,SCT211-0574/2021,UNIT004,81.53,A
RES3443,SCT211-0574/2021,UNIT005,87.5,A
RES3444,SCT211-0574/2021,UNIT006,86.24,A
RES3445,SCT211-0575/2021,UNIT001,87.85,A
RES3446,SCT211-0575/2021,UNIT002,68.89,B
RES3447,SCT211-0575/2021,UNIT003,78.43,A
RES3448,SCT211-0575/2021,UNIT004,40.53,D
RES3449,SCT211-0575/2021,UNIT005,67.16,B
RES3450,SCT211-0575/2021,UNIT006,88.18,A
RES3451,SCT211-0576/2021,UNIT001,45.84,D
RES3452,SCT211-0576/2021,UNIT002,56.93,C
RES3453,SCT211-0576/2021,UNIT003,42.38,D
RES3454,SCT211-0576/2021,UNIT004,52.36,C
RES3455,SCT211-0576/2021,UNIT005,55.63,C
RES3456,SCT211-0576/2021,UNIT006,75.81,A
RES3457,SCT211-0577/2021,UNIT001,47.83,D
RES3458,SCT211-0577/2021,UNIT002,53.79,C
RES3459,SCT211-0577/2021,UNIT003,55.3,C
RES3460,SCT211-0577/2021,UNIT004,81.57,A
RES3461,SCT211-0577/2021,UNIT005,65.45,B
RES3462,SCT211-0577/2021,UNIT006,87.17,A
RES3463,SCT211-0578/2021,UNIT001,42.11,D
RES3464,SCT211-0578/2021,UNIT002,58.2,C
RES3465,SCT211-0578/2021,UNIT003,99.08,A
RES3466,SCT211-0578/2021,UNIT004,97.34,A
RES3467,SCT211-0578/2021,UNIT005,95.3,A
RES3468,SCT211-0578/2021,UNIT006,44.34,D
RES3469,SCT211-0579/2021,UNIT001,97.05,A
RES3470,SCT211-0579/2021,UNIT002,60.98,B
RES3471,SCT211-0579/2021,UNIT003,51.36,C
RES3472,SCT211-0579/2021,UNIT004,74.16,A
RES3473,SCT211-0579/2021,UNIT005,43.78,D
RES3474,SCT211-0579/2021,UNIT006,55.67,C
RES3475,SCT211-0580/2021,UNIT001,74.97,A
RES3476,SCT211-0580/2021,UNIT002,42.35,D
RES3477,SCT211-0580/2021,UNIT003,70.71,A
RES3478,SCT211-0580/2021,UNIT004,69.48,B
RES3479,SCT211-0580/2021,UNIT005,69.41,B
RES3480,SCT211-0580/2021,UNIT006,96.81,A
RES3481,SCT211-0581/2021,UNIT001,81.48,A
RES3482,SCT211-0581/2021,UNIT002,45.67,D
RES3483,SCT211-0581/2021,UNIT003,60.9,B
RES3484,SCT211-0581/2021,UNIT004,58.11,C
RES3485,SCT211-0581/2021,UNIT005,53.58,C
RES3486,SCT211-0581/2021,UNIT006,74.07,A
RES3487,SCT211-0582/2021,UNIT001,62.74,B
RES3488,SCT211-0582/2021,UNIT002,45.24,D
RES3489,SCT211-0582/2021,UNIT003,55.39,C
RES3490,SCT211-0582/2021,UNIT004,46.26,D
RES3491,SCT211-0582/2021,UNIT005,66.71,B
RES3492,SCT211-0582/2021,UNIT006,91.2,A
RES3493,SCT211-0583/2021,UNIT001,66.77,B
RES3494,SCT211-0583/2021,UNIT002,99.02,A
RES3495,SCT211-0583/2021,UNIT003,63.54,B
RES3496,SCT211-0583/2021,UNIT004,90.99,A
RES3497,SCT211-0583/2021,UNIT005,52.3,C
RES3498,SCT211-0583/2021,UNIT006,40.34,D
RES3499,SCT211-0584/2021,UNIT001,43.53,D
RES3500,SCT211-0584/2021,UNIT002,48.35,D
RES3501,SCT211-0584/2021,UNIT003,52.94,C
RES3502,SCT211-0584/2021,UNIT004,59.35,C
RES3503,SCT211-0584/2021,UNIT005,65.59,B
RES3504,SCT211-0584/2021,UNIT006,47.74,D
RES3505,SCT211-0585/2021,UNIT001,53.14,C
RES3506,SCT211-0585/2021,UNIT002,49.33,D
RES3507,SCT211-0585/2021,UNIT003,54.58,C
RES3508,SCT211-0585/2021,UNIT004,52.43,C
RES3509,SCT211-0585/2021,UNIT005,62.18,B
RES3510,SCT211-0585/2021,UNIT006,89.31,A
RES3511,SCT211-0586/2021,UNIT001,80.19,A
RES3512,SCT211-0586/2021,UNIT002,61.14,B
RES3513,SCT211-0586/2021,UNIT003,48.52,D
RES3514,SCT211-0586/2021,UNIT004,69.24,B
RES3515,SCT211-0586/2021,UNIT005,56.96,C
RES3516,SCT211-0586/2021,UNIT006,48.45,D
RES3517,SCT211-0587/2021,UNIT001,50.99,C
RES3518,SCT211-0587/2021,UNIT002,90.08,A
RES3519,SCT211-0587/2021,UNIT003,93.52,A
RES3520,SCT211-0587/2021,UNIT004,77.96,A
RES3521,SCT211-0587/2021,UNIT005,43.33,D
RES3522,SCT211-0587/2021,UNIT006,52.85,C
RES3523,SCT211-0588/2021,UNIT001,60.88,B
RES3524,SCT211-0588/2021,UNIT002,46.52,D
RES3525,SCT211-0588/2021,UNIT003,57.67,C
RES3526,SCT211-0588/2021,UNIT004,76.47,A
RES3527,SCT211-0588/2021,UNIT005,42.04,D
RES3528,SCT211-0588/2021,UNIT006,64.3,B
RES3529,SCT211-0589/2021,UNIT001,73.37,A
RES3530,SCT211-0589/2021,UNIT002,92.38,A
RES3531,SCT211-0589/2021,UNIT003,71.16,A
RES3532,SCT211-0589/2021,UNIT004,65.36,B
RES3533,SCT211-0589/2021,UNIT005,89.06,A
RES3534,SCT211-0589/2021,UNIT006,90.85,A
RES3535,SCT211-0590/2021,UNIT001,96.56,A
RES3536,SCT211-0590/2021,UNIT002,45.8,D
RES3537,SCT211-0590/2021,UNIT003,73.17,A
RES3538,SCT211-0590/2021,UNIT004,65.53,B
RES3539,SCT211-0590/2021,UNIT005,68.12,B
RES3540,SCT211-0590/2021,UNIT006,53.92,C
RES3541,SCT211-0591/2021,UNIT001,89.45,A
RES3542,SCT211-0591/2021,UNIT002,69.65,B
RES3543,SCT211-0591/2021,UNIT003,80.59,A
RES3544,SCT211-0591/2021,UNIT004,40.17,D
RES3545,SCT211-0591/2021,UNIT005,67.63,B
RES3546,SCT211-0591/2021,UNIT006,51.48,C
RES3547,SCT211-0592/2021,UNIT001,45.13,D
RES3548,SCT211-0592/2021,UNIT002,40.76,D
RES3549,SCT211-0592/2021,UNIT003,53.76,C
RES3550,SCT211-0592/2021,UNIT004,56.44,C
RES3551,SCT211-0592/2021,UNIT005,43.41,D
RES3552,SCT211-0592/2021,UNIT006,82.84,A
RES3553,SCT211-0593/2021,UNIT001,97.34,A
RES3554,SCT211-0593/2021,UNIT002,86.07,A
RES3555,SCT211-0593/2021,UNIT003,44.39,D
RES3556,SCT211-0593/2021,UNIT004,65.94,B
RES3557,SCT211-0593/2021,UNIT005,83.71,A
RES3558,SCT211-0593/2021,UNIT006,49.7,D
RES3559,SCT211-0594/2021,UNIT001,93.67,A
RES3560,SCT211-0594/2021,UNIT002,96.61,A
RES3561,SCT211-0594/2021,UNIT003,84.07,A
RES3562,SCT211-0594/2021,UNIT004,67.14,B
RES3563,SCT211-0594/2021,UNIT005,70.21,A
RES3564,SCT211-0594/2021,UNIT006,99.29,A
RES3565,SCT211-0595/2021,UNIT001,71.34,A
RES3566,SCT211-0595/2021,UNIT002,55.75,C
RES3567,SCT211-0595/2021,UNIT003,73.23,A
RES3568,SCT211-0595/2021,UNIT004,60.83,B
RES3569,SCT211-0595/2021,UNIT005,50.91,C
RES3570,SCT211-0595/2021,UNIT006,70.37,A
RES3571,SCT211-0596/2021,UNIT001,84.37,A
RES3572,SCT211-0596/2021,UNIT002,77.63,A
RES3573,SCT211-0596/2021,UNIT003,91.72,A
RES3574,SCT211-0596/2021,UNIT004,85.0,A
RES3575,SCT211-0596/2021,UNIT005,97.52,A
RES3576,SCT211-0596/2021,UNIT006,66.61,B
RES3577,SCT211-0597/2021,UNIT001,46.27,D
RES3578,SCT211-0597/2021,UNIT002,91.07,A
RES3579,SCT211-0597/2021,UNIT003,64.04,B
RES3580,SCT211-0597/2021,UNIT004,74.99,A
RES3581,SCT211-0597/2021,UNIT005,49.1,D
RES3582,SCT211-0597/2021,UNIT006,96.97,A
RES3583,SCT211-0598/2021,UNIT001,86.29,A
RES3584,SCT211-0598/2021,UNIT002,91.46,A
RES3585,SCT211-0598/2021,UNIT003,46.73,D
RES3586,SCT211-0598/2021,UNIT004,41.16,D
RES3587,SCT211-0598/2021,UNIT005,94.27,A
RES3588,SCT211-0598/2021,UNIT006,65.09,B
RES3589,SCT211-0599/2021,UNIT001,83.64,A
RES3590,SCT211-0599/2021,UNIT002,48.92,D
RES3591,SCT211-0599/2021,UNIT003,68.95,B
RES3592,SCT211-0599/2021,UNIT004,56.59,C
RES3593,SCT211-0599/2021,UNIT005,65.34,B
RES3594,SCT211-0599/2021,UNIT006,98.84,A
RES3595,SCT211-0600/2021,UNIT001,60.19,B
RES3596,SCT211-0600/2021,UNIT002,79.78,A
RES3597,SCT211-0600/2021,UNIT003,63.19,B
RES3598,SCT211-0600/2021,UNIT004,48.11,D
RES3599,SCT211-0600/2021,UNIT005,52.62,C
RES3600,SCT211-0600/2021,UNIT006,41.6,D
RES3601,SCT211-0601/2021,UNIT001,74.3,A
RES3602,SCT211-0601/2021,UNIT002,47.67,D
RES3603,SCT211-0601/2021,UNIT003,86.94,A
RES3604,SCT211-0601/2021,UNIT004,67.24,B
RES3605,SCT211-0601/2021,UNIT005,81.45,A
RES3606,SCT211-0601/2021,UNIT006,83.7,A
RES3607,SCT211-0602/2021,UNIT001,93.09,A
RES3608,SCT211-0602/2021,UNIT002,54.4,C
RES3609,SCT211-0602/2021,UNIT003,53.07,C
RES3610,SCT211-0602/2021,UNIT004,92.73,A
RES3611,SCT211-0602/2021,UNIT005,85.71,A
RES3612,SCT211-0602/2021,UNIT006,97.55,A
RES3613,SCT211-0603/2021,UNIT001,93.0,A
RES3614,SCT211-0603/2021,UNIT002,81.65,A
RES3615,SCT211-0603/2021,UNIT003,61.94,B
RES3616,SCT211-0603/2021,UNIT004,56.77,C
RES3617,SCT211-0603/2021,UNIT005,42.59,D
RES3618,SCT211-0603/2021,UNIT006,80.03,A
RES3619,SCT211-0604/2021,UNIT001,94.2,A
RES3620,SCT211-0604/2021,UNIT002,99.81,A
RES3621,SCT211-0604/2021,UNIT003,54.28,C
RES3622,SCT211-0604/2021,UNIT004,82.29,A
RES3623,SCT211-0604/2021,UNIT005,99.86,A
RES3624,SCT211-0604/2021,UNIT006,97.78,A
RES3625,SCT211-0605/2021,UNIT001,78.67,A
RES3626,SCT211-0605/2021,UNIT002,66.85,B
RES3627,SCT211-0605/2021,UNIT003,74.44,A
RES3628,SCT211-0605/2021,UNIT004,53.07,C
RES3629,SCT211-0605/2021,UNIT005,93.07,A
RES3630,SCT211-0605/2021,UNIT006,85.49,A
RES3631,SCT211-0606/2021,UNIT001,72.93,A
RES3632,SCT211-0606/2021,UNIT002,86.83,A
RES3633,SCT211-0606/2021,UNIT003,47.83,D
RES3634,SCT211-0606/2021,UNIT004,51.88,C
RES3635,SCT211-0606/2021,UNIT005,40.97,D
RES3636,SCT211-0606/2021,UNIT006,72.97,A
RES3637,SCT211-0607/2021,UNIT001,91.55,A
RES3638,SCT211-0607/2021,UNIT002,56.08,C
RES3639,SCT211-0607/2021,UNIT003,67.71,B
RES3640,SCT211-0607/2021,UNIT004,49.47,D
RES3641,SCT211-0607/2021,UNIT005,40.45,D
RES3642,SCT211-0607/2021,UNIT006,55.68,C
RES3643,SCT211-0608/2021,UNIT001,56.65,C
RES3644,SCT211-0608/2021,UNIT002,77.24,A
RES3645,SCT211-0608/2021,UNIT003,77.14,A
RES3646,SCT211-0608/2021,UNIT004,59.45,C
RES3647,SCT211-0608/2021,UNIT005,45.84,D
RES3648,SCT211-0608/2021,UNIT006,65.18,B
RES3649,SCT211-0609/2021,UNIT001,80.0,A
RES3650,SCT211-0609/2021,UNIT002,84.99,A
RES3651,SCT211-0609/2021,UNIT003,45.07,D
RES3652,SCT211-0609/2021,UNIT004,51.4,C
RES3653,SCT211-0609/2021,UNIT005,48.25,D
RES3654,SCT211-0609/2021,UNIT006,48.12,D
RES3655,SCT211-0610/2021,UNIT001,74.44,A
RES3656,SCT211-0610/2021,UNIT002,99.19,A
RES3657,SCT211-0610/2021,UNIT003,42.83,D
RES3658,SCT211-0610/2021,UNIT004,59.99,C
RES3659,SCT211-0610/2021,UNIT005,88.14,A
RES3660,SCT211-0610/2021,UNIT006,54.74,C
RES3661,SCT211-0611/2021,UNIT001,55.15,C
RES3662,SCT211-0611/2021,UNIT002,56.36,C
RES3663,SCT211-0611/2021,UNIT003,64.82,B
RES3664,SCT211-0611/2021,UNIT004,58.67,C
RES3665,SCT211-0611/2021,UNIT005,40.63,D
RES3666,SCT211-0611/2021,UNIT006,59.96,C
RES3667,SCT211-0612/2021,UNIT001,47.19,D
RES3668,SCT211-0612/2021,UNIT002,78.24,A
RES3669,SCT211-0612/2021,UNIT003,77.72,A
RES3670,SCT211-0612/2021,UNIT004,40.21,D
RES3671,SCT211-0612/2021,UNIT005,74.94,A
RES3672,SCT211-0612/2021,UNIT006,44.91,D
RES3673,SCT211-0613/2021,UNIT001,81.04,A
RES3674,SCT211-0613/2021,UNIT002,50.75,C
RES3675,SCT211-0613/2021,UNIT003,41.01,D
RES3676,SCT211-0613/2021,UNIT004,74.34,A
RES3677,SCT211-0613/2021,UNIT005,81.55,A
RES3678,SCT211-0613/2021,UNIT006,41.08,D
RES3679,SCT211-0614/2021,UNIT001,65.86,B
RES3680,SCT211-0614/2021,UNIT002,71.76,A
RES3681,SCT211-0614/2021,UNIT003,80.85,A
RES3682,SCT211-0614/2021,UNIT004,87.43,A
RES3683,SCT211-0614/2021,UNIT005,50.97,C
RES3684,SCT211-0614/2021,UNIT006,46.52,D
RES3685,SCT211-0615/2021,UNIT001,67.51,B
RES3686,SCT211-0615/2021,UNIT002,86.54,A
RES3687,SCT211-0615/2021,UNIT003,61.69,B
RES3688,SCT211-0615/2021,UNIT004,95.05,A
RES3689,SCT211-0615/2021,UNIT005,63.23,B
RES3690,SCT211-0615/2021,UNIT006,45.06,D
RES3691,SCT211-0616/2021,UNIT001,78.91,A
RES3692,SCT211-0616/2021,UNIT002,99.76,A
RES3693,SCT211-0616/2021,UNIT003,95.34,A
RES3694,SCT211-0616/2021,UNIT004,45.2,D
RES3695,SCT211-0616/2021,UNIT005,58.96,C
RES3696,SCT211-0616/2021,UNIT006,94.49,A
RES3697,SCT211-0617/2021,UNIT001,44.67,D
RES3698,SCT211-0617/2021,UNIT002,42.44,D
RES3699,SCT211-0617/2021,UNIT003,54.8,C
